toolId	target	subject	category	educationLevels	expression	additionalBranches	symbolic	canonicalUnit	method	exactness	constraints	sourceRefs
percentage-of	percent	Math	Arithmetic	GENERAL	result/value*100				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
percentage-of	result	Math	Arithmetic	GENERAL	percent/100*value				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
percentage-of	value	Math	Arithmetic	GENERAL	result/(percent/100)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
physics-acceleration	a	Physics	Physics	GENERAL	(v-u)/t			m/s²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	t must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-acceleration	t	Physics	Physics	GENERAL	(v-u)/a			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	t must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-acceleration	u	Physics	Physics	GENERAL	v-a*t			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	t must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-acceleration	v	Physics	Physics	GENERAL	u+a*t			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	t must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-advanced-v4-buoyancy	F	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	rho*9.80665*V			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-buoyancy	V	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	F/(rho*9.80665)			m3	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-buoyancy	rho	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	F/(9.80665*V)			kg/m3	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-continuity	A1	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	A2*v2/v1			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-continuity	A2	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	A1*v1/v2			m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-continuity	v1	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	A2*v2/A1			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-continuity	v2	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	A1*v1/A2			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-hydrostatic-pressure	h	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	p/(rho*9.80665)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-hydrostatic-pressure	p	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	rho*9.80665*h			Pa	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-hydrostatic-pressure	rho	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	p/(9.80665*h)			kg/m3	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-relativity-gamma	gamma	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	1/sqrt(1-v^2/299792458^2)				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-advanced-v4-relativity-gamma	v	Physics	Advanced Physics	ADVANCED|COLLEGE_INTRO	299792458*sqrt(1-1/gamma^2)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	OPENSTAX_UNIVERSITY_PHYSICS|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-density	V	Physics	Physics	GENERAL	m/rho			m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	rho must be non-negative | m must be non-negative | V must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-density	m	Physics	Physics	GENERAL	rho*V			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	rho must be non-negative | m must be non-negative | V must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-density	rho	Physics	Physics	GENERAL	m/V			kg/m³	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	rho must be non-negative | m must be non-negative | V must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-electrical-power	I	Physics	Physics	GENERAL	P/V			A	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
physics-electrical-power	P	Physics	Physics	GENERAL	V*I			W	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
physics-electrical-power	V	Physics	Physics	GENERAL	P/I			V	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED		BACKEND_1_1_VERIFIED_BASELINE
physics-force	F	Physics	Physics	GENERAL	m*a			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	m must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-force	a	Physics	Physics	GENERAL	F/m			m/s²	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	m must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-force	m	Physics	Physics	GENERAL	F/a			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	m must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-frequency-period	T	Physics	Physics	GENERAL	1/f			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	f must be non-negative | T must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-frequency-period	f	Physics	Physics	GENERAL	1/T			Hz	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	f must be non-negative | T must be non-negative	BACKEND_1_1_VERIFIED_BASELINE
physics-g10-centripetal-acceleration	ac	Physics	Grade 10 Physics	GRADE_10	v^2/r			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-acceleration	r	Physics	Grade 10 Physics	GRADE_10	v^2/ac			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-acceleration	v	Physics	Grade 10 Physics	GRADE_10	sqrt(ac*r)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-force	Fc	Physics	Grade 10 Physics	GRADE_10	m*v^2/r			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-force	m	Physics	Grade 10 Physics	GRADE_10	Fc*r/v^2			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-force	r	Physics	Grade 10 Physics	GRADE_10	m*v^2/Fc			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-centripetal-force	v	Physics	Grade 10 Physics	GRADE_10	sqrt(Fc*r/m)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-friction	Ff	Physics	Grade 10 Physics	GRADE_10	mu*N			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-friction	N	Physics	Grade 10 Physics	GRADE_10	Ff/mu			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-friction	mu	Physics	Grade 10 Physics	GRADE_10	Ff/N				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-gravitation	F	Physics	Grade 10 Physics	GRADE_10	6.67430e-11*m1*m2/r^2			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-gravitation	m1	Physics	Grade 10 Physics	GRADE_10	F*r^2/(6.67430e-11*m2)			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-gravitation	m2	Physics	Grade 10 Physics	GRADE_10	F*r^2/(6.67430e-11*m1)			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-gravitation	r	Physics	Grade 10 Physics	GRADE_10	sqrt(6.67430e-11*m1*m2/F)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-hooke	F	Physics	Grade 10 Physics	GRADE_10	k*x			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-hooke	k	Physics	Grade 10 Physics	GRADE_10	F/x			N/m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-hooke	x	Physics	Grade 10 Physics	GRADE_10	F/k			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-displacement	a	Physics	Grade 10 Physics	GRADE_10	2*(s-v0*t)/t^2			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-displacement	s	Physics	Grade 10 Physics	GRADE_10	v0*t+a*t^2/2			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-displacement	v0	Physics	Grade 10 Physics	GRADE_10	(s-a*t^2/2)/t			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-no-time	a	Physics	Grade 10 Physics	GRADE_10	(v^2-v0^2)/(2*s)			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-no-time	s	Physics	Grade 10 Physics	GRADE_10	(v^2-v0^2)/(2*a)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-no-time	v	Physics	Grade 10 Physics	GRADE_10	sqrt(v0^2+2*a*s)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-no-time	v0	Physics	Grade 10 Physics	GRADE_10	sqrt(v^2-2*a*s)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-velocity	a	Physics	Grade 10 Physics	GRADE_10	(v-v0)/t			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-velocity	t	Physics	Grade 10 Physics	GRADE_10	(v-v0)/a			s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-velocity	v	Physics	Grade 10 Physics	GRADE_10	v0+a*t			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-kinematics-velocity	v0	Physics	Grade 10 Physics	GRADE_10	v-a*t			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-mechanical-efficiency	eta	Physics	Grade 10 Physics	GRADE_10	useful/input*100			%	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-mechanical-efficiency	input	Physics	Grade 10 Physics	GRADE_10	useful*100/eta				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-mechanical-efficiency	useful	Physics	Grade 10 Physics	GRADE_10	eta*input/100				CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-momentum-collision	u1	Physics	Grade 10 Physics	GRADE_10	(m1*v1+m2*v2-m2*u2)/m1			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-momentum-collision	u2	Physics	Grade 10 Physics	GRADE_10	(m1*v1+m2*v2-m1*u1)/m2			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-momentum-collision	v1	Physics	Grade 10 Physics	GRADE_10	(m1*u1+m2*u2-m2*v2)/m1			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-momentum-collision	v2	Physics	Grade 10 Physics	GRADE_10	(m1*u1+m2*u2-m1*v1)/m2			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-newton-second	F	Physics	Grade 10 Physics	GRADE_10	m*a			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-newton-second	a	Physics	Grade 10 Physics	GRADE_10	F/m			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-newton-second	m	Physics	Grade 10 Physics	GRADE_10	F/a			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-orbital-speed	M	Physics	Grade 10 Physics	GRADE_10	v^2*r/6.67430e-11			kg	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-orbital-speed	r	Physics	Grade 10 Physics	GRADE_10	6.67430e-11*M/v^2			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-orbital-speed	v	Physics	Grade 10 Physics	GRADE_10	sqrt(6.67430e-11*M/r)			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-height	H	Physics	Grade 10 Physics	GRADE_10	v0^2*sin(theta)^2/(2*g)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-height	g	Physics	Grade 10 Physics	GRADE_10	v0^2*sin(theta)^2/(2*H)			m/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-height	v0	Physics	Grade 10 Physics	GRADE_10	sqrt(2*g*H)/abs(sin(theta))			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-range	R	Physics	Grade 10 Physics	GRADE_10	v0^2*sin(2*theta)/g			m	EXACT_CLOSED_FORM	EXACT_AND_NUMERIC	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-range	g	Physics	Grade 10 Physics	GRADE_10	v0^2*sin(2*theta)/R			m/s2	EXACT_CLOSED_FORM	EXACT_AND_NUMERIC	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-range	theta	Physics	Grade 10 Physics	GRADE_10	asin(R*g/v0^2)/2	(pi-asin(R*g/v0^2))/2	theta = 1/2 asin(Rg/v0²) or theta = 1/2(π-asin(Rg/v0²))	rad	EXACT_CLOSED_FORM	EXACT_AND_NUMERIC	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-projectile-range	v0	Physics	Grade 10 Physics	GRADE_10	sqrt(R*g/sin(2*theta))			m/s	EXACT_CLOSED_FORM	EXACT_AND_NUMERIC	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-spring-energy	U	Physics	Grade 10 Physics	GRADE_10	k*x^2/2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-spring-energy	k	Physics	Grade 10 Physics	GRADE_10	2*U/x^2			N/m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-spring-energy	x	Physics	Grade 10 Physics	GRADE_10	sqrt(2*U/k)			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
physics-g10-v4-angular-momentum	I	Physics	Grade 10 Physics	GRADE_10	L/omega			kg*m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-momentum	L	Physics	Grade 10 Physics	GRADE_10	I*omega			kg*m2/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-momentum	omega	Physics	Grade 10 Physics	GRADE_10	L/I			rad/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-power	P	Physics	Grade 10 Physics	GRADE_10	tau*omega			W	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-power	omega	Physics	Grade 10 Physics	GRADE_10	P/tau			rad/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-power	tau	Physics	Grade 10 Physics	GRADE_10	P/omega			N*m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-speed	omega	Physics	Grade 10 Physics	GRADE_10	v/r			rad/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-speed	r	Physics	Grade 10 Physics	GRADE_10	v/omega			m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-angular-speed	v	Physics	Grade 10 Physics	GRADE_10	omega*r			m/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-ke	I	Physics	Grade 10 Physics	GRADE_10	2*K/omega^2			kg*m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-ke	K	Physics	Grade 10 Physics	GRADE_10	I*omega^2/2			J	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-ke	omega	Physics	Grade 10 Physics	GRADE_10	sqrt(2*K/I)			rad/s	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-torque	I	Physics	Grade 10 Physics	GRADE_10	tau/alpha			kg*m2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-torque	alpha	Physics	Grade 10 Physics	GRADE_10	tau/I			rad/s2	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-v4-rotational-torque	tau	Physics	Grade 10 Physics	GRADE_10	I*alpha			N*m	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	Declared domain constraints are enforced; missing values are never guessed.	UZB_G10_OFFICIAL_TEXTBOOK_INDEX|V4_ORIGINAL_MISSION|V4_SUBJECT_EXPANSION
physics-g10-weight	W	Physics	Grade 10 Physics	GRADE_10	m*g			N	CLOSED_FORM_NUMERIC	EXACT_WHEN_DECLARED	All declared domain constraints are enforced; required values may not be guessed.	V4_DETERMINISTIC_CATALOG|V4_ORIGINAL_MISSION
